STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690203,0.07,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690204,0.19,0.2,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690205,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690206,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690207,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690208,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690209,0.61,6.3,6
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690210,0.39,4.3,11
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690211,0,0,10
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690212,0,0,10
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690213,0,0,9
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690214,0,0,8
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690215,0,0,7
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690216,0,0,6
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690217,0,0,6
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690218,0,0,5
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690219,0,0,5
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690220,0.56,3,6
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690221,0,0,5
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690222,0,0,5
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690223,0,0,5
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690224,0.75,3.9,9
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690225,0,0,7
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690226,0,0,6
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690227,0,0,5
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690228,0,0,4
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690301,0,0,4
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690302,0.03,1.5,
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690303,0.22,1.9,8
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690304,0,0,4
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690305,0,0,
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690306,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690307,0.2,2,2
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690308,0.06,0.5,3
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690309,0,0,1
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690310,0,0,1
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690311,0,0,1
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690312,0,0,1
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690313,0,0,1
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690314,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690315,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690316,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690317,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690318,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690319,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690320,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690321,0.08,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690322,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690323,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690324,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690325,1.87,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690326,0.04,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690327,0.03,0.2,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690328,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690329,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690330,0.26,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690331,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690401,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690402,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690403,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690404,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690405,0.34,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690406,0.2,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690407,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690408,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690409,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690410,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690411,0.26,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690412,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690413,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690414,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690415,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690416,0.13,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690417,0.26,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690418,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690419,1.05,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690420,0.7,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690421,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690422,0.37,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690423,0.33,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690424,0.09,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690425,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690426,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690427,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690428,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690429,0.02,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690430,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690501,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690502,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690503,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690504,0.12,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690505,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690506,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690507,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690508,0.3,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690509,0.32,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690510,1.02,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690511,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690512,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690513,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690514,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690515,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690516,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690517,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690518,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690519,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690520,0.62,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690521,0.4,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690522,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690523,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690524,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690525,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690526,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690527,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690528,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690529,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690530,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690531,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690601,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690602,0.06,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690603,0.42,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690604,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690605,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690606,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690607,0.05,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690608,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690609,0.7,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690610,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690611,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690612,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690613,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690614,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690615,0.61,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690616,0.59,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690617,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690618,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690619,0.05,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690620,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690621,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690622,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690623,0.06,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690624,0.16,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690625,0.32,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690626,0.01,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690627,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690628,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690629,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690630,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690701,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690702,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690703,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690704,0.3,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690705,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690706,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690707,0.3,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690708,0.34,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690709,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690710,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690711,0.16,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690712,0.39,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690713,1.66,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690714,0.16,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690715,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690716,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690717,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690718,0.04,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690719,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690720,0.02,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690721,0.22,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690722,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690723,0.05,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690724,1.38,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690725,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690726,0.02,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690727,0.32,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690728,1.26,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690729,0.83,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690730,0.81,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690731,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690801,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690802,1.17,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690803,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690804,0.18,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690805,0.6,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690806,0.05,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690807,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690808,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690809,0.39,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690810,0.51,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690811,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690812,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690813,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690814,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690815,0.27,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690816,0.08,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690817,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690818,0.38,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690819,0.09,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690820,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690821,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690822,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690823,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690824,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690825,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690826,0.14,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690827,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690828,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690829,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690830,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690831,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690901,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690902,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690903,0.27,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690904,4.45,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690905,0.14,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690906,0.1,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690907,0,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690908,0.15,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690909,0.06,0,0
USC00286055,"NEW BRUNSWICK 3 SE, NJ US",40.47282,-74.42259,33.8,19690910,0,0,0
